Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[GENV]	DS_Pr[GWEA]	DS_Pr[GDIS]	MV_Pr[GENV]	MV_Pr[GWEA]	MV_Pr[GDIS]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
425	GDIS	GDIS	GDIS	GDIS	GDIS	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
426	GDIS	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%
427	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
428	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
429	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
43	GWEA	GDIS	GDIS	GDIS	GDIS	0.0039	0.0377	0.9584	0.0000	0.2500	0.7500	0.0801	0.3750	0.0416	0.2500	0.0416	0.2500	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9623	0.7500	91.76%	50.52%	84.15%	25.78%	91.76%	50.52%	-97.93%	-97.93%	-97.93%	-97.93%	-90.46%	-48.45%
430	GENV	GENV	GDIS	GENV	GDIS	0.5666	0.0009	0.4326	0.4000	0.0000	0.6000	0.4919	0.4800	0.4334	0.4000	0.4334	0.4000	0.6240	0.5052	0.0000	1.0000	0.0000	1.0000	0.4334	0.6000	14.21%	20.83%	2.64%	4.99%	14.21%	20.83%	100.00%	-97.93%	100.00%	-97.93%	14.21%	-18.76%
431	GDIS	GENV	GENV	GENV	GENV	0.9182	0.0051	0.0767	0.6667	0.0000	0.3333	0.1511	0.4444	0.0818	0.3333	0.0818	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9233	0.6667	83.80%	34.02%	70.10%	12.03%	83.80%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-82.75%	-31.95%
432	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
433	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
434	GDIS	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%
435	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
436	GDIS	GDIS	GDIS	GDIS	GDIS	0.0007	0.0033	0.9960	0.0000	0.2000	0.8000	0.0080	0.3200	0.0040	0.2000	0.0040	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0040	0.2000	99.21%	60.41%	98.42%	36.66%	99.21%	60.41%	100.00%	100.00%	100.00%	100.00%	99.21%	60.41%
437	GDIS	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.92%	-97.93%
438	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
439	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
44	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
440	GDIS	GDIS	GDIS	GDIS	GDIS	0.0031	0.0002	0.9967	0.2000	0.0000	0.8000	0.0065	0.3200	0.0033	0.2000	0.0033	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0033	0.2000	99.35%	60.41%	98.71%	36.66%	99.35%	60.41%	100.00%	100.00%	100.00%	100.00%	99.35%	60.41%
441	GDIS	GDIS	GDIS	GDIS	GDIS	0.0767	0.0078	0.9155	0.3333	0.0000	0.6667	0.1560	0.4444	0.0845	0.3333	0.0845	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0845	0.3333	83.27%	34.02%	69.13%	12.03%	83.27%	34.02%	100.00%	100.00%	100.00%	100.00%	83.27%	34.02%
442	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
443	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
444	GDIS	GDIS	GDIS	GDIS	GDIS	0.0020	0.1568	0.8411	0.0000	0.4000	0.6000	0.2679	0.4800	0.1589	0.4000	0.1589	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1589	0.4000	68.56%	20.83%	46.98%	4.99%	68.56%	20.83%	100.00%	100.00%	100.00%	100.00%	68.56%	20.83%
445	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
446	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0000	0.2000	0.8000	0.0000	0.0001	0.3200	0.0001	0.2000	0.0001	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.2000	99.99%	60.41%	99.97%	36.66%	99.99%	60.41%	100.00%	100.00%	100.00%	100.00%	99.99%	60.41%
447	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
448	GDIS	GDIS	GDIS	GDIS	GDIS	0.0767	0.0078	0.9155	0.3333	0.0000	0.6667	0.1560	0.4444	0.0845	0.3333	0.0845	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0845	0.3333	83.27%	34.02%	69.13%	12.03%	83.27%	34.02%	100.00%	100.00%	100.00%	100.00%	83.27%	34.02%
449	GDIS	GDIS	GDIS	GDIS	GDIS	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
45	GWEA	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9992	1.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.77%	-97.93%
450	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
451	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
452	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
453	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
454	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
455	GENV	GENV	GENV	GENV	GENV	0.9995	0.0001	0.0005	1.0000	0.0000	0.0000	0.0010	0.0000	0.0005	0.0000	0.0005	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	99.90%	100.00%	99.79%	100.00%	99.90%	100.00%	100.00%	100.00%	100.00%	100.00%	99.90%	100.00%
456	GDIS	GDIS	GDIS	GDIS	GDIS	0.0964	0.0005	0.9031	0.4000	0.0000	0.6000	0.1751	0.4800	0.0969	0.4000	0.0969	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0969	0.4000	80.83%	20.83%	65.35%	4.99%	80.83%	20.83%	100.00%	100.00%	100.00%	100.00%	80.83%	20.83%
457	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
458	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
459	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
46	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9998	0.0002	0.0000	0.8000	0.2000	0.0004	0.3200	0.0002	0.2000	0.0002	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.2000	99.96%	60.41%	99.92%	36.66%	99.96%	60.41%	100.00%	100.00%	100.00%	100.00%	99.96%	60.41%
460	GENV	GDIS	GDIS	GDIS	GDIS	0.0070	0.0003	0.9927	0.2000	0.0000	0.8000	0.0146	0.3200	0.0073	0.2000	0.0073	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9930	0.8000	98.55%	60.41%	97.11%	36.66%	98.55%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-96.54%	-58.34%
461	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
462	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
463	GDIS	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%
464	GDIS	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%
465	GDIS	GDIS	GDIS	GDIS	GDIS	0.0007	0.0033	0.9960	0.0000	0.2000	0.8000	0.0080	0.3200	0.0040	0.2000	0.0040	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0040	0.2000	99.21%	60.41%	98.42%	36.66%	99.21%	60.41%	100.00%	100.00%	100.00%	100.00%	99.21%	60.41%
466	GENV	GDIS	GDIS	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	1.0000	1.0000	1.0000	0.0000	0.5603	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	-97.93%	100.00%	-97.93%	100.00%	-10.90%	1.04%
467	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
468	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
469	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
47	GDIS	GDIS	GENV	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	0.0000	0.0000	0.0000	1.0000	0.4429	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	100.00%	-97.93%	100.00%	-97.93%	12.34%	1.04%
470	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
471	GDIS	GWEA	GWEA	GWEA	GENV	0.2814	0.7042	0.0144	0.5000	0.5000	0.0000	0.4247	0.5000	0.2958	0.5000	0.2958	0.5000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9856	1.0000	41.46%	1.04%	15.95%	1.04%	41.46%	1.04%	-97.93%	-97.93%	-97.93%	-97.93%	-95.08%	-97.93%
472	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9998	0.0002	0.0000	0.8000	0.2000	0.0004	0.3200	0.0002	0.2000	0.0002	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.2000	99.96%	60.41%	99.92%	36.66%	99.96%	60.41%	100.00%	100.00%	100.00%	100.00%	99.96%	60.41%
473	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
474	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
475	GDIS	GDIS	GDIS	GDIS	GDIS	0.0031	0.0002	0.9967	0.2000	0.0000	0.8000	0.0065	0.3200	0.0033	0.2000	0.0033	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0033	0.2000	99.35%	60.41%	98.71%	36.66%	99.35%	60.41%	100.00%	100.00%	100.00%	100.00%	99.35%	60.41%
476	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
477	GDIS	GDIS	GDIS	GDIS	GDIS	0.2141	0.0087	0.7772	0.3333	0.0000	0.6667	0.3501	0.4444	0.2228	0.3333	0.2228	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.2228	0.3333	55.90%	34.02%	30.71%	12.03%	55.90%	34.02%	100.00%	100.00%	100.00%	100.00%	55.90%	34.02%
478	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
479	GDIS	GWEA	GWEA	GWEA	GWEA	0.0001	0.9998	0.0001	0.2000	0.8000	0.0000	0.0004	0.3200	0.0002	0.2000	0.0002	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9999	1.0000	99.96%	60.41%	99.92%	36.66%	99.96%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.91%	-97.93%
48	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
480	GENV	GENV	GENV	GENV	GENV	0.9994	0.0000	0.0006	0.8000	0.0000	0.2000	0.0013	0.3200	0.0006	0.2000	0.0006	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0006	0.2000	99.87%	60.41%	99.75%	36.66%	99.87%	60.41%	100.00%	100.00%	100.00%	100.00%	99.87%	60.41%
481	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
482	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
483	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
484	GWEA	GDIS	GDIS	GDIS	GDIS	0.0070	0.0003	0.9927	0.2000	0.0000	0.8000	0.0146	0.3200	0.0073	0.2000	0.0073	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9997	1.0000	98.55%	60.41%	97.11%	36.66%	98.55%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.86%	-97.93%
485	GDIS	GWEA	GWEA	GWEA	GWEA	0.0058	0.9043	0.0899	0.0000	0.6667	0.3333	0.1740	0.4444	0.0957	0.3333	0.0957	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9101	0.6667	81.07%	34.02%	65.55%	12.03%	81.07%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-80.14%	-31.95%
486	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
487	GDIS	GDIS	GDIS	GDIS	GDIS	0.1190	0.0008	0.8802	0.4000	0.0000	0.6000	0.2112	0.4800	0.1198	0.4000	0.1198	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1198	0.4000	76.28%	20.83%	58.21%	4.99%	76.28%	20.83%	100.00%	100.00%	100.00%	100.00%	76.28%	20.83%
488	GDIS	GENV	GENV	GENV	GENV	0.9879	0.0001	0.0120	0.6000	0.0000	0.4000	0.0239	0.4800	0.0121	0.4000	0.0121	0.4000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9880	0.6000	97.61%	20.83%	95.28%	4.99%	97.61%	20.83%	-97.93%	-97.93%	-97.93%	-97.93%	-95.56%	-18.76%
489	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
